手机网络功能_-1,手机网络功能_0,手机网络功能_1,手机网络功能_2,账户消费限额_0,账户消费限额_1,在职总月数,家庭中唯一订阅者的数量,每月平均使用分钟数,平均占线语音呼叫数,平均未接语音呼叫数,是否流失
0,1,0,0,0,1,14,2,737,8,25,1
0,1,0,0,0,1,24,1,304,2,13,1
0,1,0,0,1,0,11,1,316,0,1,0
0,1,0,0,1,0,15,1,635,8,38,0
0,1,0,0,1,0,13,2,494,2,23,0
0,1,0,0,0,1,16,1,427,1,9,1
0,1,0,0,0,1,11,1,577,0,73,1
0,1,0,0,1,0,35,1,604,2,54,0
0,1,0,0,1,0,20,1,124,0,9,1
0,0,1,0,1,0,16,1,650,4,24,1
0,1,0,0,1,0,9,2,421,0,0,1
0,1,0,0,1,0,17,1,266,2,3,1
0,1,0,0,1,0,7,2,75,0,4,0
0,1,0,0,1,0,8,2,262,0,0,0
0,1,0,0,1,0,16,2,305,2,7,0
0,1,0,0,1,0,12,1,456,0,10,1
0,1,0,0,1,0,8,4,287,20,13,0
0,1,0,0,1,0,19,1,155,0,2,0
0,1,0,0,0,1,6,1,561,8,47,0
0,1,0,0,1,0,6,1,408,0,12,0
0,1,0,0,1,0,7,4,199,0,5,1
0,1,0,0,1,0,10,1,516,0,0,0
0,0,1,0,1,0,25,1,939,1,29,1
0,0,0,1,1,0,26,1,15,0,3,1
0,1,0,0,0,1,9,2,1349,1,97,1
0,1,0,0,0,1,13,1,401,0,3,1
0,0,0,1,1,0,33,1,1264,0,45,0
0,1,0,0,1,0,7,1,220,0,18,1
0,1,0,0,1,0,10,1,685,0,16,0
0,1,0,0,1,0,24,1,43,0,1,1
0,1,0,0,1,0,21,1,850,4,34,1
0,1,0,0,1,0,22,1,792,1,17,0
0,1,0,0,1,0,12,1,300,0,9,1
0,1,0,0,1,0,8,1,658,7,50,1
0,1,0,0,1,0,14,2,121,0,0,0
0,1,0,0,1,0,11,1,0,0,0,1
0,1,0,0,1,0,13,3,1278,4,136,1
0,1,0,0,1,0,9,4,1436,6,44,1
0,0,0,1,1,0,26,1,26,0,6,1
0,1,0,0,1,0,26,1,666,8,65,1
0,1,0,0,1,0,10,1,1716,7,75,0
0,1,0,0,0,1,8,1,401,1,59,1
0,0,0,1,1,0,26,1,3,0,0,0
0,0,1,0,1,0,32,1,233,1,14,0
0,1,0,0,0,1,11,2,712,6,43,1
0,1,0,0,1,0,17,1,343,9,8,1
0,1,0,0,1,0,7,1,851,0,31,0
0,1,0,0,1,0,25,1,680,3,33,1
0,0,1,0,1,0,26,1,1476,19,33,0
0,1,0,0,1,0,23,1,53,0,3,1
0,1,0,0,1,0,25,1,780,2,35,1
0,0,1,0,1,0,25,3,276,1,8,0
0,1,0,0,1,0,9,1,1186,4,70,0
0,1,0,0,1,0,15,1,61,0,2,0
0,0,1,0,1,0,28,1,413,1,35,1
0,1,0,0,1,0,42,1,3442,1,123,0
0,0,1,0,1,0,16,1,664,4,45,1
0,0,0,1,1,0,28,2,56,2,2,0
0,1,0,0,1,0,15,1,131,2,35,1
0,1,0,0,1,0,29,2,450,15,26,1
0,1,0,0,1,0,7,1,184,2,10,0
0,0,0,1,1,0,34,1,522,1,43,0
0,1,0,0,1,0,36,1,436,1,12,0
0,1,0,0,1,0,13,2,790,6,36,1
0,0,1,0,1,0,11,1,105,1,8,0
0,0,1,0,1,0,23,1,25,0,1,0
0,1,0,0,1,0,23,1,2363,5,60,0
0,1,0,0,1,0,12,2,269,0,8,0
0,1,0,0,1,0,21,1,142,0,7,1
0,1,0,0,1,0,47,1,669,1,17,0
0,1,0,0,1,0,21,1,255,0,9,0
0,0,1,0,1,0,31,2,59,0,1,1
0,0,0,1,1,0,24,1,664,0,17,0
0,1,0,0,1,0,13,2,470,0,15,1
0,0,1,0,1,0,19,1,2780,2,86,1
0,0,1,0,1,0,19,2,1124,1,14,0
0,1,0,0,1,0,14,1,98,0,3,0
0,1,0,0,1,0,18,1,617,4,31,0
0,1,0,0,1,0,9,1,1817,33,116,0
0,0,1,0,1,0,22,2,283,1,4,0
0,1,0,0,0,1,24,1,259,0,2,0
0,1,0,0,1,0,14,1,1145,17,118,1
0,1,0,0,1,0,27,1,420,0,24,0
0,1,0,0,1,0,16,1,601,4,28,1
0,1,0,0,1,0,24,2,638,3,19,0
0,0,1,0,1,0,23,1,347,0,14,0
0,1,0,0,0,1,14,1,2018,1,127,0
0,1,0,0,1,0,14,1,333,1,20,1
0,1,0,0,1,0,35,3,272,0,10,0
0,1,0,0,1,0,17,1,326,0,13,0
0,1,0,0,1,0,7,1,518,0,40,0
0,1,0,0,1,0,15,2,739,7,67,1
0,1,0,0,1,0,23,1,426,5,18,1
0,1,0,0,1,0,38,2,700,2,19,1
0,1,0,0,1,0,14,2,327,1,68,1
0,0,1,0,1,0,15,1,36,14,5,1
0,0,1,0,1,0,19,1,0,0,0,1
0,0,1,0,1,0,36,2,8,0,0,0
0,1,0,0,1,0,17,1,199,0,4,0
0,1,0,0,1,0,21,2,212,0,17,1
0,1,0,0,1,0,19,1,1993,70,35,0
0,1,0,0,1,0,35,1,1066,0,63,1
0,0,0,1,1,0,35,1,209,1,12,0
0,0,0,1,1,0,39,1,184,0,17,0
0,1,0,0,1,0,11,1,65,0,6,1
0,1,0,0,1,0,20,1,816,0,62,0
0,1,0,0,1,0,18,2,607,0,40,0
0,0,1,0,1,0,20,1,136,2,2,1
0,0,0,1,1,0,38,1,160,3,4,1
0,1,0,0,1,0,19,2,439,1,16,1
0,1,0,0,1,0,11,1,198,0,27,1
0,1,0,0,1,0,7,2,764,0,20,0
0,1,0,0,1,0,25,1,360,9,25,1
0,1,0,0,1,0,34,1,137,2,15,0
0,1,0,0,1,0,11,1,825,10,26,1
0,1,0,0,1,0,10,2,2850,1,43,0
0,1,0,0,1,0,21,1,1592,10,97,1
0,0,0,1,1,0,45,3,818,1,72,1
0,0,1,0,1,0,14,1,142,2,17,1
0,1,0,0,1,0,10,1,129,0,5,0
0,1,0,0,1,0,14,4,202,0,0,0
0,0,1,0,1,0,26,1,254,0,9,0
0,0,1,0,1,0,23,2,23,0,1,1
0,1,0,0,1,0,7,1,569,1,27,0
0,1,0,0,1,0,9,1,53,0,2,1
0,1,0,0,1,0,17,1,1404,12,47,1
0,1,0,0,1,0,20,1,287,0,25,1
0,0,1,0,1,0,41,1,153,0,2,0
0,1,0,0,1,0,31,2,246,1,14,1
0,1,0,0,1,0,6,1,1154,33,106,0
0,1,0,0,1,0,25,1,492,0,49,1
0,1,0,0,1,0,48,2,184,0,10,0
0,1,0,0,1,0,16,1,934,3,25,1
0,1,0,0,1,0,11,2,489,2,21,0
0,1,0,0,1,0,14,1,459,2,28,0
0,1,0,0,1,0,28,1,65,0,3,1
0,1,0,0,1,0,19,1,388,0,41,0
0,1,0,0,1,0,9,1,438,0,4,0
0,1,0,0,1,0,15,1,292,0,7,0
0,1,0,0,1,0,25,2,69,2,2,0
0,0,1,0,1,0,33,1,121,1,3,1
0,0,1,0,0,1,24,1,120,0,6,1
0,1,0,0,1,0,17,2,156,0,21,0
0,0,1,0,1,0,29,1,288,3,18,1
0,1,0,0,1,0,12,2,439,3,30,1
0,0,0,1,1,0,34,1,149,1,18,0
0,1,0,0,1,0,12,1,311,2,18,1
0,1,0,0,1,0,7,1,251,3,2,1
0,1,0,0,1,0,12,1,616,1,71,0
0,0,1,0,1,0,22,1,705,1,39,0
0,1,0,0,1,0,20,1,87,0,7,1
0,1,0,0,0,1,8,1,656,0,17,0
0,1,0,0,1,0,11,3,728,2,23,1
0,1,0,0,1,0,33,1,1133,6,65,0
0,1,0,0,1,0,11,1,139,7,6,0
0,1,0,0,1,0,13,1,1375,5,98,0
0,0,1,0,1,0,27,1,385,3,20,1
0,1,0,0,1,0,10,1,39,3,2,1
0,0,0,1,1,0,17,1,116,0,5,1
0,0,1,0,1,0,29,1,380,2,31,0
0,1,0,0,1,0,11,1,819,2,34,1
0,1,0,0,1,0,12,2,223,0,12,1
0,1,0,0,1,0,43,1,109,1,12,1
0,1,0,0,1,0,26,2,1307,0,0,0
0,1,0,0,0,1,14,1,92,0,0,1
0,0,1,0,1,0,13,1,140,1,14,1
0,1,0,0,1,0,12,2,573,8,20,1
0,1,0,0,1,0,16,1,647,0,21,1
0,1,0,0,1,0,11,2,762,9,89,1
0,1,0,0,1,0,10,2,483,3,15,0
0,1,0,0,1,0,13,1,205,0,0,0
0,1,0,0,1,0,19,1,209,0,15,1
0,1,0,0,1,0,9,2,552,0,24,1
0,1,0,0,1,0,35,1,243,0,7,0
0,0,1,0,1,0,22,2,277,0,28,0
0,0,1,0,1,0,35,1,117,0,5,1
0,0,0,1,1,0,33,2,9,0,2,0
0,1,0,0,1,0,16,1,123,1,4,1
0,1,0,0,1,0,11,2,141,1,6,1
0,1,0,0,1,0,10,2,414,2,13,1
0,1,0,0,0,1,12,1,1156,1,117,0
0,1,0,0,1,0,22,2,342,0,8,1
0,1,0,0,1,0,40,1,663,4,24,0
0,1,0,0,1,0,17,1,209,3,11,0
0,1,0,0,1,0,22,4,1633,4,30,1
0,1,0,0,1,0,36,1,599,3,35,1
0,1,0,0,1,0,18,1,284,7,9,0
0,1,0,0,1,0,43,1,562,1,17,0
0,1,0,0,0,1,11,1,342,0,8,0
0,1,0,0,0,1,9,3,1111,19,16,0
0,1,0,0,1,0,10,2,832,3,34,1
0,1,0,0,0,1,12,1,815,2,77,0
0,1,0,0,1,0,11,1,25,0,0,1
0,0,1,0,1,0,30,1,214,0,9,0
0,0,0,1,1,0,23,2,174,4,12,1
0,1,0,0,1,0,20,1,0,0,0,1
0,1,0,0,1,0,37,2,258,5,9,0
0,1,0,0,0,1,12,1,600,7,29,0
0,1,0,0,1,0,20,2,255,3,8,0
0,0,1,0,1,0,26,1,4,0,1,0
0,1,0,0,0,1,8,1,1599,12,53,0
0,1,0,0,1,0,8,3,383,6,26,0
0,0,0,1,1,0,39,1,237,0,17,1
0,1,0,0,1,0,11,1,1168,0,3,1
0,1,0,0,1,0,29,1,342,2,14,0
0,0,1,0,1,0,26,2,863,6,57,0
0,1,0,0,1,0,25,2,1224,1,11,1
0,0,1,0,1,0,37,1,1170,0,13,0
0,1,0,0,1,0,8,1,448,16,32,0
0,1,0,0,1,0,13,1,46,26,3,1
0,1,0,0,1,0,13,1,3078,2,245,1
0,0,0,1,1,0,29,1,169,0,11,1
0,1,0,0,1,0,18,1,280,0,11,0
0,1,0,0,1,0,12,1,218,8,14,0
0,1,0,0,1,0,10,1,1097,9,55,0
0,1,0,0,1,0,18,2,2117,5,393,1
0,1,0,0,1,0,19,2,102,0,4,1
0,1,0,0,1,0,19,2,1695,10,86,1
0,1,0,0,1,0,21,1,108,0,2,0
0,0,1,0,1,0,27,1,461,5,21,1
0,1,0,0,1,0,11,1,1101,1,123,0
0,1,0,0,0,1,7,1,505,0,49,1
0,1,0,0,1,0,22,4,372,8,8,1
0,1,0,0,1,0,11,1,988,3,65,1
0,0,0,1,1,0,37,1,44,0,0,1
0,1,0,0,1,0,7,1,187,0,14,0
0,1,0,0,1,0,10,1,102,0,2,0
0,1,0,0,1,0,11,2,264,5,31,1
0,1,0,0,1,0,12,1,9,0,5,1
0,1,0,0,1,0,7,1,919,9,56,0
0,0,1,0,1,0,11,1,384,0,0,0
0,0,1,0,1,0,32,1,77,0,4,1
0,0,0,1,1,0,22,2,617,2,23,0
0,1,0,0,1,0,22,1,473,0,40,0
0,1,0,0,1,0,10,4,417,0,14,0
0,1,0,0,0,1,11,1,141,0,0,1
0,1,0,0,1,0,8,1,194,0,29,0
0,0,1,0,1,0,10,2,552,2,41,0
0,1,0,0,1,0,16,3,418,0,23,0
0,1,0,0,1,0,11,1,500,0,5,1
0,1,0,0,1,0,28,2,269,0,27,0
0,1,0,0,1,0,19,1,605,0,20,0
0,1,0,0,1,0,14,2,224,3,26,0
0,1,0,0,1,0,24,2,212,0,9,0
0,1,0,0,1,0,12,2,207,1,6,0
0,1,0,0,1,0,27,2,225,0,5,1
0,1,0,0,1,0,16,2,291,0,14,1
0,0,1,0,1,0,10,1,418,0,21,1
0,0,1,0,1,0,23,1,164,0,10,1
0,0,1,0,1,0,14,2,230,1,19,1
0,1,0,0,1,0,6,2,790,1,37,1
0,1,0,0,1,0,48,2,1075,2,121,0
0,1,0,0,1,0,10,1,102,0,4,0
0,1,0,0,1,0,9,3,465,0,36,0
0,1,0,0,1,0,8,1,192,2,22,0
0,1,0,0,1,0,17,3,306,0,14,1
0,1,0,0,1,0,30,2,2793,112,52,0
0,1,0,0,1,0,11,1,378,0,17,1
0,0,1,0,1,0,17,1,291,6,11,0
0,0,0,1,1,0,26,1,215,0,17,0
0,1,0,0,1,0,24,1,133,1,6,1
0,1,0,0,1,0,32,2,3168,27,153,1
0,1,0,0,0,1,14,1,32,1,6,1
0,1,0,0,1,0,14,1,150,0,3,1
0,1,0,0,1,0,7,1,1182,0,8,1
0,1,0,0,1,0,13,1,1043,7,135,1
0,1,0,0,0,1,9,1,307,0,18,0
0,0,0,1,1,0,26,2,87,0,0,0
0,1,0,0,1,0,11,3,1279,42,84,1
0,1,0,0,1,0,11,1,349,22,32,1
0,0,1,0,1,0,36,2,30,0,4,0
0,1,0,0,1,0,12,1,2162,26,151,1
0,1,0,0,1,0,18,1,2353,75,35,0
0,0,0,1,1,0,24,1,32,0,1,1
0,1,0,0,1,0,10,1,131,0,1,1
0,1,0,0,1,0,12,1,993,3,84,1
0,1,0,0,1,0,18,1,984,0,0,1
0,0,1,0,1,0,20,1,77,1,1,1
0,1,0,0,1,0,19,5,862,0,32,0
0,1,0,0,1,0,11,1,573,0,44,1
0,1,0,0,1,0,12,2,675,19,42,1
0,1,0,0,1,0,6,1,627,0,50,0
0,1,0,0,1,0,19,2,120,2,0,1
0,1,0,0,1,0,12,2,185,0,5,0
0,1,0,0,1,0,14,1,461,3,30,0
0,0,1,0,1,0,35,1,407,1,8,1
0,1,0,0,1,0,13,1,329,11,7,1
0,1,0,0,1,0,8,2,251,1,13,0
0,1,0,0,1,0,10,1,213,0,13,1
0,1,0,0,0,1,8,1,813,0,45,0
0,1,0,0,1,0,14,1,277,0,5,1
0,1,0,0,1,0,19,1,45,6,8,0
0,1,0,0,0,1,16,1,209,1,29,0
0,1,0,0,1,0,23,1,475,26,10,0
0,0,1,0,1,0,28,1,162,1,13,1
0,0,0,1,1,0,23,2,267,0,2,1
0,0,0,1,1,0,26,1,207,1,26,1
0,1,0,0,1,0,13,1,588,0,3,0
0,1,0,0,1,0,6,1,345,0,28,0
0,0,1,0,1,0,25,2,290,0,4,1
0,1,0,0,1,0,12,1,16,0,0,1
0,0,1,0,1,0,36,2,140,0,15,0
0,1,0,0,1,0,7,1,724,33,17,0
0,0,1,0,1,0,19,3,30,0,0,1
0,1,0,0,1,0,13,1,383,2,25,1
0,1,0,0,0,1,12,1,882,5,40,0
0,1,0,0,1,0,9,4,768,1,44,0
0,0,1,0,1,0,26,1,40,0,2,1
0,1,0,0,1,0,7,3,1619,30,12,0
0,1,0,0,1,0,10,1,425,6,48,0
0,0,1,0,1,0,22,1,419,20,9,1
0,1,0,0,1,0,42,1,7,0,0,1
0,0,0,1,1,0,29,1,118,0,19,1
0,1,0,0,1,0,11,1,448,1,30,1
0,1,0,0,1,0,12,1,945,2,29,0
0,1,0,0,1,0,27,1,498,1,43,1
0,1,0,0,1,0,15,1,285,1,9,1
0,1,0,0,1,0,21,1,716,23,37,0
0,1,0,0,1,0,19,1,881,24,71,0
0,1,0,0,1,0,18,1,132,1,1,1
0,1,0,0,1,0,15,2,1801,22,117,1
0,1,0,0,1,0,10,2,152,0,24,1
0,0,0,1,1,0,26,1,19,0,0,0
0,1,0,0,1,0,20,1,3022,2,277,0
0,1,0,0,1,0,32,2,945,1,47,0
0,1,0,0,1,0,8,1,262,0,0,0
0,0,0,1,1,0,18,1,16,0,1,1
0,1,0,0,1,0,7,3,10,0,2,1
0,1,0,0,1,0,10,1,286,8,12,1
0,0,0,1,1,0,37,1,75,0,5,1
0,0,1,0,1,0,12,1,287,0,0,1
0,1,0,0,1,0,9,1,178,1,47,1
0,1,0,0,1,0,14,1,1338,0,0,0
0,1,0,0,1,0,9,1,807,11,54,1
0,1,0,0,1,0,28,1,164,0,8,1
0,1,0,0,1,0,12,1,560,1,82,1
0,1,0,0,1,0,15,4,713,12,35,0
0,1,0,0,1,0,19,1,140,1,5,0
0,1,0,0,1,0,14,2,415,0,0,0
0,0,0,1,1,0,27,1,5,0,0,0
0,1,0,0,1,0,19,1,308,2,8,1
0,0,1,0,1,0,26,1,455,2,15,1
0,1,0,0,1,0,12,1,407,1,9,1
0,1,0,0,1,0,10,1,880,2,37,0
0,1,0,0,1,0,19,1,102,0,2,0
0,1,0,0,1,0,28,2,529,22,17,0
0,1,0,0,1,0,13,3,0,0,0,1
0,0,0,1,1,0,34,1,560,0,27,1
0,1,0,0,0,1,11,1,2148,144,72,1
0,1,0,0,0,1,7,1,202,0,22,0
0,1,0,0,1,0,13,2,1724,3,81,0
0,1,0,0,1,0,7,2,200,1,3,1
0,0,1,0,1,0,37,3,215,0,9,1
0,1,0,0,1,0,16,2,203,0,3,1
0,1,0,0,1,0,12,1,17,0,3,1
0,1,0,0,0,1,11,1,243,1,32,0
0,1,0,0,1,0,30,1,681,0,26,0
0,1,0,0,1,0,21,1,236,0,11,1
0,1,0,0,1,0,17,2,266,0,13,1
0,1,0,0,1,0,15,1,605,0,15,0
0,1,0,0,1,0,24,2,539,2,43,0
0,0,1,0,1,0,26,4,32,0,3,1
0,1,0,0,1,0,26,2,461,9,41,0
0,1,0,0,1,0,49,1,984,4,35,0
0,1,0,0,1,0,11,1,120,0,0,0
0,1,0,0,1,0,23,1,658,7,53,1
0,1,0,0,1,0,11,1,172,0,0,0
0,1,0,0,1,0,17,2,918,3,35,0
0,0,1,0,1,0,26,3,176,0,2,1
0,1,0,0,0,1,10,1,970,6,100,0
0,0,1,0,1,0,22,1,342,2,20,1
0,0,0,1,1,0,13,3,825,0,0,1
0,0,0,1,1,0,31,2,21,0,1,0
0,1,0,0,1,0,10,1,372,1,25,1
0,1,0,0,1,0,26,1,404,11,45,0
0,1,0,0,1,0,13,1,520,7,25,1
0,1,0,0,1,0,11,1,1372,7,86,0
0,1,0,0,0,1,13,1,785,1,83,0
0,1,0,0,1,0,13,1,81,0,3,0
0,1,0,0,1,0,26,1,1611,29,109,1
0,0,0,1,1,0,22,1,47,0,10,1
0,1,0,0,1,0,9,1,30,0,0,0
0,0,1,0,1,0,32,1,24,0,1,1
0,1,0,0,1,0,26,2,209,0,8,1
0,1,0,0,1,0,7,1,416,5,65,1
0,1,0,0,1,0,14,1,2038,1,123,0
0,1,0,0,1,0,23,1,394,0,20,1
0,1,0,0,1,0,13,1,446,2,11,1
0,1,0,0,1,0,12,2,243,1,5,1
0,1,0,0,1,0,11,1,1105,5,9,1
0,1,0,0,1,0,15,1,256,2,19,0
0,0,1,0,1,0,25,1,62,0,7,1
0,1,0,0,1,0,16,1,462,1,59,1
0,0,0,1,1,0,29,1,69,0,5,1
0,1,0,0,1,0,15,1,428,0,18,0
0,1,0,0,1,0,8,1,1972,44,100,1
0,1,0,0,1,0,36,1,1008,8,32,1
0,1,0,0,1,0,13,1,786,0,8,0
0,0,1,0,1,0,22,2,355,33,29,1
0,0,1,0,1,0,11,2,234,0,14,1
0,1,0,0,1,0,13,1,104,0,5,1
0,1,0,0,1,0,9,1,1031,0,12,0
0,1,0,0,0,1,14,1,347,3,16,0
0,1,0,0,1,0,20,1,774,2,18,0
0,0,0,1,1,0,23,1,961,1,62,1
0,1,0,0,0,1,7,1,392,0,26,0
0,1,0,0,0,1,8,1,1664,7,85,1
0,1,0,0,1,0,24,1,552,0,11,1
0,1,0,0,1,0,17,1,20,0,5,1
0,1,0,0,1,0,22,1,135,2,7,1
0,0,0,1,1,0,24,1,31,0,3,1
0,1,0,0,1,0,27,2,347,2,15,1
0,0,1,0,1,0,25,1,2,0,1,0
0,0,1,0,1,0,32,1,489,0,15,0
0,1,0,0,1,0,19,1,102,3,3,1
0,1,0,0,0,1,15,1,722,0,0,0
0,1,0,0,1,0,11,2,31,0,4,0
0,1,0,0,1,0,12,2,95,0,0,1
0,1,0,0,1,0,10,3,127,1,19,1
0,1,0,0,1,0,18,1,126,0,5,0
0,0,1,0,1,0,11,1,468,0,0,1
0,1,0,0,1,0,21,1,178,1,7,0
0,0,1,0,1,0,8,2,13,0,0,0
0,1,0,0,1,0,18,1,210,0,18,0
0,1,0,0,1,0,14,1,946,6,147,1
0,0,0,1,1,0,23,1,325,0,13,1
0,0,1,0,1,0,38,3,599,3,53,1
0,1,0,0,1,0,8,1,1016,0,0,1
0,1,0,0,1,0,14,1,494,3,30,1
0,0,1,0,1,0,32,1,247,0,74,1
0,1,0,0,1,0,12,1,566,0,28,0
0,1,0,0,1,0,14,1,323,1,12,1
0,1,0,0,1,0,14,3,719,0,56,1
0,1,0,0,1,0,16,1,215,0,0,1
0,1,0,0,1,0,28,1,695,0,17,0
0,1,0,0,1,0,33,1,331,2,26,1
0,0,0,1,1,0,17,2,439,4,21,1
0,0,0,1,1,0,12,2,150,1,12,1
0,1,0,0,1,0,17,1,268,1,28,0
0,1,0,0,1,0,21,1,1530,5,49,0
0,1,0,0,0,1,6,1,341,6,28,1
0,1,0,0,1,0,14,5,122,0,2,1
0,1,0,0,1,0,11,2,118,4,4,1
0,1,0,0,1,0,12,1,679,9,15,1
0,0,1,0,1,0,22,1,72,0,6,1
0,1,0,0,1,0,24,1,512,0,47,0
0,1,0,0,1,0,8,1,269,0,14,0
0,1,0,0,1,0,12,2,216,0,19,0
0,1,0,0,1,0,12,1,332,52,16,1
0,0,1,0,1,0,20,1,631,36,35,1
0,1,0,0,1,0,22,1,746,4,40,1
0,1,0,0,1,0,13,1,820,0,51,1
0,1,0,0,1,0,23,1,282,1,5,0
0,0,0,1,1,0,27,2,132,0,8,0
0,1,0,0,1,0,11,1,73,0,0,1
0,1,0,0,1,0,21,1,285,0,20,1
0,1,0,0,1,0,18,1,237,0,17,0
0,1,0,0,1,0,11,1,22,0,6,1
0,1,0,0,1,0,17,1,277,0,4,0
0,0,0,1,1,0,32,2,46,0,1,1
0,0,1,0,1,0,31,1,38,0,3,1
0,1,0,0,1,0,11,1,106,0,2,1
0,1,0,0,1,0,11,1,251,2,38,1
0,0,0,1,1,0,27,1,152,11,9,1
0,1,0,0,1,0,7,1,667,0,13,1
0,1,0,0,0,1,12,1,1069,4,15,1
0,1,0,0,1,0,13,1,1623,31,122,0
0,1,0,0,1,0,17,3,111,0,6,1
0,0,1,0,0,1,17,1,33,0,4,1
0,0,1,0,1,0,31,1,93,0,1,0
0,0,1,0,1,0,35,1,534,2,63,0
0,0,1,0,1,0,30,1,133,1,29,1
0,1,0,0,1,0,12,1,1012,0,33,1
0,1,0,0,1,0,13,1,162,2,1,0
0,1,0,0,1,0,17,1,828,10,60,1
0,1,0,0,1,0,12,1,473,1,10,0
0,0,0,1,1,0,21,1,116,0,1,0
0,0,1,0,1,0,26,1,42,0,4,1
0,0,0,1,1,0,21,1,121,1,4,0
0,1,0,0,1,0,17,2,873,5,36,0
0,1,0,0,1,0,10,1,173,0,8,0
0,1,0,0,1,0,13,6,218,6,43,1
0,1,0,0,1,0,30,2,732,0,0,0
0,1,0,0,1,0,11,1,497,2,35,1
0,1,0,0,1,0,23,1,361,8,16,0
0,1,0,0,1,0,18,1,66,0,1,0
0,0,1,0,1,0,26,2,344,3,5,0
0,0,0,1,1,0,21,1,981,4,18,1
0,1,0,0,1,0,18,1,90,0,16,1
0,1,0,0,1,0,23,1,709,0,24,1
0,1,0,0,1,0,16,1,122,3,5,1
0,0,0,1,1,0,28,1,1099,28,68,1
0,1,0,0,1,0,7,2,1015,9,49,1
0,0,0,1,1,0,31,1,42,0,1,0
0,1,0,0,1,0,36,2,265,0,13,1
0,1,0,0,1,0,15,1,218,1,7,1
0,1,0,0,1,0,17,2,3,0,0,1
0,1,0,0,1,0,11,1,758,0,33,1
0,1,0,0,1,0,16,1,363,3,4,1
0,1,0,0,1,0,29,1,694,5,51,0
0,1,0,0,1,0,11,5,570,7,84,1
0,1,0,0,1,0,7,1,642,3,21,0
0,1,0,0,1,0,23,2,1414,1,24,0
0,1,0,0,1,0,17,1,55,0,2,1
0,0,1,0,1,0,28,1,900,0,32,0
0,0,1,0,1,0,37,1,361,0,27,1
0,1,0,0,1,0,11,2,0,0,0,1
0,1,0,0,1,0,14,2,258,16,4,1
0,1,0,0,1,0,11,1,411,0,12,1
0,1,0,0,0,1,9,2,1147,0,89,1
0,1,0,0,1,0,11,1,125,0,4,0
0,1,0,0,1,0,16,2,285,0,10,1
0,0,1,0,1,0,13,4,301,1,3,0
0,1,0,0,1,0,7,2,178,0,11,1
0,1,0,0,1,0,18,1,607,14,13,1
0,1,0,0,1,0,22,1,3,0,0,1
0,1,0,0,1,0,8,1,66,0,0,0
0,1,0,0,1,0,23,2,565,1,32,0
0,1,0,0,1,0,7,1,1345,2,59,1
0,0,1,0,1,0,26,2,328,1,6,0
0,1,0,0,1,0,23,1,1215,64,36,0
0,1,0,0,1,0,21,1,459,1,33,0
0,1,0,0,0,1,9,1,664,24,135,0
0,1,0,0,1,0,11,2,1289,13,89,1
0,1,0,0,1,0,16,1,186,2,12,0
0,0,0,1,1,0,11,2,171,0,7,1
0,1,0,0,1,0,13,1,416,0,8,1
0,1,0,0,1,0,21,2,906,1,26,1
0,1,0,0,1,0,15,1,134,3,15,0
0,0,1,0,1,0,24,3,43,0,8,1
0,1,0,0,1,0,30,1,83,0,2,0
0,1,0,0,1,0,13,2,37,0,1,1
0,1,0,0,1,0,11,2,481,2,38,0
0,0,0,1,1,0,27,1,590,1,17,1
0,1,0,0,0,1,11,2,1402,22,105,1
0,1,0,0,1,0,24,1,232,1,3,0
0,1,0,0,1,0,12,2,583,3,40,1
0,1,0,0,1,0,31,1,46,0,1,1
0,1,0,0,1,0,9,2,960,0,0,0
0,1,0,0,1,0,17,1,1241,0,17,0
0,1,0,0,1,0,11,1,187,0,16,0
0,1,0,0,1,0,15,1,582,0,17,0
0,1,0,0,1,0,25,1,119,0,1,1
0,1,0,0,1,0,35,1,1171,5,74,1
0,0,0,1,1,0,21,1,433,0,3,1
0,0,0,1,1,0,32,1,181,3,22,0
0,1,0,0,1,0,12,1,265,1,5,0
0,1,0,0,0,1,17,1,233,2,28,1
0,1,0,0,1,0,7,2,1298,3,77,0
0,1,0,0,1,0,25,1,117,0,0,1
0,1,0,0,0,1,8,1,952,0,121,0
0,1,0,0,1,0,13,2,525,3,13,0
0,1,0,0,1,0,19,3,25,0,0,0
0,1,0,0,1,0,8,1,1466,7,51,0
0,1,0,0,1,0,19,1,213,12,8,1
0,0,1,0,1,0,26,1,513,2,34,1
0,1,0,0,1,0,13,1,359,18,6,0
0,1,0,0,1,0,7,1,544,1,27,0
0,1,0,0,1,0,14,1,82,5,13,1
0,1,0,0,1,0,11,1,124,0,5,1
0,1,0,0,1,0,13,2,298,0,11,0
0,0,1,0,1,0,30,2,647,2,22,0
0,1,0,0,1,0,11,1,556,2,27,1
0,1,0,0,1,0,19,1,128,0,7,1
0,0,0,1,1,0,24,1,25,0,0,1
0,0,0,1,1,0,32,3,180,1,4,0
0,1,0,0,1,0,6,1,1365,0,27,0
0,0,0,1,1,0,23,1,594,0,3,1
0,1,0,0,1,0,10,2,336,1,7,1
0,1,0,0,1,0,11,1,122,0,19,1
0,1,0,0,1,0,6,1,227,0,23,0
0,1,0,0,1,0,45,1,562,0,37,1
0,1,0,0,1,0,26,1,800,0,54,0
0,1,0,0,1,0,34,2,439,2,58,0
0,1,0,0,1,0,41,1,1835,0,61,0
